position,name,type,isnumeric,format,vallab,varlab
1,ea_id,str8,0,%9s,,Unique EA Identifier
2,com_cd01,byte,1,%6.0f,cd1,CD1. WHAT IS THE TYPE OF MAIN ACCESS ROAD SURFACE IN THIS COMMUNITY?
3,com_cd02a,int,1,%6.0f,,CD2. How far is it to the nearest tar/ asphalt road?

NUMBER
4,com_cd02b,byte,1,%6.0f,cd2b,UNIT
5,com_cd03,byte,1,%6.0f,cd3,CD3. Do vehicles pass on the main road in this community throughout the year?
6,com_cd04,byte,1,%6.0f,,"..past 12 months, how many months was the main road passable by a mini-bus?"
7,com_cd05,byte,1,%6.0f,,"..past 12 months, how many months was the main road passable by a lorry?"
8,com_cd06,byte,1,%6.0f,cd6,"CD6. Do public buses, mini-buses, or regular matola stop in this community?"
9,com_cd07a,int,1,%6.0f,,CD7. How far is it to the nearest bus stage?

NUMBER
10,com_cd07b,byte,1,%6.0f,cd7b,UNIT
11,com_cd08a,byte,1,%6.0f,,"..past 12 months, how many months was the main road passable by a lorry?"
12,com_cd08b,byte,1,%6.0f,cd8b,UNIT
13,com_cd09,byte,1,%6.0f,cd9,CD9. IS THE COMMUNITY IN A DISTRICT BOMA?
14,com_cd10a,long,1,%6.0f,,CD10. How far is it to the nearest district boma?

NUMBER
15,com_cd10b,byte,1,%6.0f,cd10b,UNIT
16,com_cd11,int,1,%6.0f,,..total fare cost to go by regular matola from here or the nearest matola stage
17,com_cd12,byte,1,%6.0f,cd12,CD12. IS THE COMMUNITY IN A MAJOR URBAN CENTRE?
18,com_cd13a,int,1,%6.0f,,"How far is it to the nearest major urban centre - Mzuzu, Lilongwe, Zomba, or Bla"
19,com_cd13b,byte,1,%6.0f,cd13b,UNIT
20,com_cd13c,byte,1,%6.0f,cd13c,CENTER
21,com_cd14,long,1,%6.0f,,..total fare to go by regular matola from here or the nearest matola stage to th
22,com_cd15,byte,1,%6.0f,cd15,CD15. Is there a daily market in this community?
23,com_cd16,int,1,%6.0f,,CD16. What is the distance to the nearest daily market?

NUMBER
24,com_cd16b,byte,1,%6.0f,cd16b,UNIT
25,com_cd17,byte,1,%6.0f,cd17,CD17. Is there a larger weekly market in this community?
